ORG,DEST,DIST
IFP,MFR,670
IFP,RDD,561
IFP,GFK,1256
IFP,FOE,1075
IFP,CMX,1581
IFP,BLD,57
IFP,BFF,752
IFP,GGG,1156
IFP,AZO,1633
IFP,LCH,1288
IFP,LBE,1945
IFP,CMI,1475
IFP,ATY,1138
IFP,ORD,1511
IFP,BPT,1249
IFP,PHL,2167
IFP,PHX,188
IFP,RNO,415
IFP,IFP,0
IFP,BOI,587
IFP,ALO,1295
IFP,GYY,1532
IFP,MOD,395
IFP,DAL,1027
IFP,EVV,1511
IFP,GRK,1009
IFP,MOB,1555
IFP,CAK,1838
IFP,HSV,1573
IFP,MDT,2085
IFP,RDM,719
IFP,LAN,1687
IFP,MSO,812
IFP,RKS,535
IFP,GCN,147
IFP,SFB,1996
IFP,GSP,1826
IFP,CLT,1894
IFP,AGS,1861
IFP,CAE,1900
IFP,LAX,235
IFP,LRD,1034
IFP,MHT,2354
IFP,ATW,1514
IFP,SUX,1098
IFP,EWR,2219
IFP,BOS,2377
IFP,HOU,1187
IFP,ERI,1907
IFP,LMT,619
IFP,LAR,643
STT,JFK,1623
STT,SIG,75
STT,SJU,68
STT,VQS,37
STT,DAB,1260
STT,CPX,22
STT,IAD,1606
STT,IAH,2070
STT,ORF,1449
STT,RSW,1211
STT,STX,45
STT,ORD,2116
STT,EWR,1634
STT,MSP,2449
STT,FLL,1107
STT,JAX,1342
STT,CLT,1520
STT,BGR,1837
STT,MCO,1246
STT,BOS,1693
STT,MIA,1107
STT,PHL,1605
STT,ATL,1599
STT,PBI,1123
STT,SAV,1387
STT,HSV,1749
STT,CHS,1371
STT,AGS,1476
STT,STT,0
STT,HPN,1649
STT,EYW,1162
STT,TPA,1297
STT,SNA,3416
STT,LAX,3449
STT,AUS,2208
STT,GSO,1527
STT,CSG,1579
STT,CAE,1466
STT,GSP,1557
STT,MYR,1364
STT,TLH,1473
STT,BDL,1688
STT,MSY,1780
STT,MKE,2162
STT,PVD,1656
STT,RDU,1473
STT,ACY,1564
STT,BHM,1707
EWR,PVD,160
EWR,ATL,746
EWR,BUF,282
EWR,CLE,404
EWR,CLT,529
EWR,CMH,463
EWR,DTW,488
EWR,IAD,212
EWR,IND,645
EWR,MDW,711
EWR,MEM,946
EWR,MIA,1085
EWR,MKE,725
EWR,MSP,1008
EWR,PHL,80
EWR,SAT,1569
EWR,SLC,1969
EWR,SNA,2434
EWR,BOS,200
EWR,LAX,2454
EWR,MCO,937
EWR,MSY,1167
EWR,RDU,416
EWR,SMF,2500
EWR,JFK,21
EWR,CVG,569
EWR,TPA,997
EWR,HPN,35
EWR,SJU,1608
EWR,PBI,1023
EWR,ALB,143
EWR,BUR,2444
EWR,SFO,2565
EWR,LAS,2227
EWR,ANC,3370
EWR,ACK,218
EWR,MVY,192
EWR,PIT,319
EWR,RIC,277
EWR,SYR,195
EWR,ELM,174
EWR,PWM,284
EWR,JAN,1055
EWR,ORF,284
EWR,AVP,93
EWR,LAF,672
EWR,LIT,1069
EWR,ABE,67
EWR,BTR,1182
EWR,DAB,884
EWR,IAH,1400
EWR,OKC,1325
EWR,TUL,1215
EWR,ORD,719
EWR,RSW,1068
EWR,SCE,193
EWR,LEX,588
EWR,LGA,17
EWR,PIA,815
EWR,RST,963
EWR,CAE,602
EWR,BGR,393
EWR,BHM,850
EWR,BWI,169
EWR,CAK,382
EWR,MOB,1047
EWR,SGF,1060
EWR,ROA,389
EWR,CID,915
EWR,EVV,738
EWR,MHT,209
EWR,DCA,199
EWR,SDF,642
EWR,GSO,445
EWR,BDL,116
EWR,ROC,246
EWR,DSM,1017
EWR,OMA,1134
EWR,STL,872
EWR,DAL,1365
EWR,MCI,1092
EWR,MYR,550
EWR,BTV,266
EWR,SRQ,1034
EWR,BNA,748
EWR,DFW,1372
EWR,SBN,637
EWR,AUS,1504
EWR,MSN,799
EWR,GRR,605
EWR,JAX,820
EWR,SHV,1228
EWR,JAC,1874
EWR,CHS,628
EWR,PDX,2434
EWR,LCH,1294
EWR,SAN,2425
EWR,BGM,141
EWR,ITH,172
EWR,SJC,2548
EWR,SEA,2402
EWR,YIP,497
EWR,FLL,1065
EWR,PHX,2133
EWR,CYS,1596
EWR,CHA,718
EWR,GSP,594
EWR,SAV,708
EWR,MKC,1088
EWR,STT,1634
EWR,RNO,2390
EWR,DEN,1605
EWR,HOU,1411
EWR,TYS,631
EWR,AGS,663
EWR,PSP,2358
EWR,LAN,557
EWR,ABI,1523
EWR,DAY,533
EWR,PUB,1622
EWR,MDT,141
EWR,BRO,1679
EWR,BED,193
EWR,LUK,555
EWR,AEX,1212
EWR,CKB,336
EWR,ABQ,1805
EWR,COS,1623
EWR,PIE,1006
EWR,BZN,1882
EWR,SPS,1411
EWR,PUW,2163
EWR,ONT,2409
EWR,TUS,2116
EWR,BQN,1585
EWR,SFB,914
EWR,AVL,583
EWR,FOE,1147
EWR,PBG,276
EWR,SWF,56
EWR,OAK,2555
EWR,TVC,644
EWR,HNL,4962
EWR,EGE,1725
EWR,RFD,781
EWR,TLH,911
EWR,FAI,3263
EWR,SBY,177
EWR,BFI,2401
EWR,AGC,304
EWR,EAU,924
EWR,ACY,88
EWR,LNK,1182
EWR,HSV,806
EWR,CRW,427
EWR,MCN,762
EWR,TRI,532
EWR,HGR,200
EWR,FWA,578
EWR,GPT,1096
EWR,BIL,1756
EWR,GFK,1239
EWR,SPI,821
EWR,TOL,506
EWR,AZA,2118
EWR,BMG,669
EWR,BFF,1527
EWR,ICT,1263
EWR,FSD,1173
EWR,PSM,238
EWR,LBB,1593
EWR,CIU,644
EWR,BLI,2402
EWR,ATW,772
EWR,CMI,745
EWR,PHF,276
EWR,LGB,2444
EWR,GRB,757
EWR,GRK,1478
EWR,HVN,78
EWR,EWR,0
EWR,DLH,994
EWR,BKL,396
EWR,ACT,1428
EWR,AMA,1544
EWR,CRP,1597
EWR,LAR,1639
EWR,LRD,1700
EWR,HRL,1675
EWR,COU,968
EWR,LFT,1234
EWR,GEG,2178
EWR,GTF,1890
EWR,CEF,134
EWR,FYV,1131
EWR,FAT,2448
EWR,CHO,289
EWR,MMU,15
EWR,ALO,951
EWR,ADW,194
EWR,FNT,518
EWR,ELP,1888
EWR,MHK,1197
EWR,PNS,1015
EWR,ILM,488
EWR,VPS,988
EWR,WRI,52
EWR,GNV,885
EWR,RWI,390
EWR,MLI,853
EWR,LSE,901
EWR,FAR,1206
EWR,BQK,768
EWR,MGM,892
EWR,GJT,1816
EWR,CLL,1424
EWR,TCL,903
EWR,SLN,1254
EWR,GGG,1274
EWR,AFW,1383
EWR,RUT,205
EWR,LBL,1461
EWR,MBS,545
EWR,IFP,2219
EWR,ADS,1360
EWR,TUP,915
STP,SBA,1591
STP,PIT,720
STP,ORD,330
STP,YIP,513
STP,RAP,498
STP,BUR,1531
STP,SJC,1584
STP,LAS,1308
STP,HPN,1014
STP,SDF,601
STP,APC,1574
STP,MDW,344
STP,OAK,1586
STP,LNK,339
STP,MSY,1042
STP,IND,499
STP,BMG,519
STP,LAN,449
STP,PHX,1284
STP,PWM,1128
RNO,RFD,1609
RNO,BUR,374
RNO,LAX,391
RNO,IFP,415
RNO,MFR,256
RNO,PHX,601
RNO,SMF,113
RNO,DEN,804
RNO,FAT,188
RNO,MRY,231
RNO,SLC,422
RNO,SBP,298
RNO,SJC,188
RNO,PDX,444
RNO,SFO,192
RNO,PSP,431
RNO,SEA,564
RNO,COS,810
RNO,SAN,488
RNO,ABQ,787
RNO,OAK,181
RNO,BOI,335
RNO,LAS,345
RNO,AUS,1405
RNO,AMA,1035
RNO,DTW,1903
RNO,ONT,394
RNO,OKC,1248
RNO,DFW,1345
RNO,ELP,920
RNO,SAT,1391
RNO,IAH,1530
RNO,OMA,1261
RNO,GRK,1365
RNO,ABI,1224
RNO,CYS,797
RNO,LBB,1074
RNO,MDW,1680
RNO,TUS,710
RNO,CLL,1456
RNO,MSP,1405
RNO,DSM,1377
RNO,SDF,1827
RNO,JFK,2411
RNO,MEM,1663
RNO,ORD,1671
RNO,IND,1776
RNO,EUG,365
RNO,YUM,553
RNO,OTH,356
RNO,FAR,1261
RNO,STL,1574
RNO,BFI,569
RNO,AZA,621
RNO,PUW,518
RNO,CDC,382
RNO,MSY,1792
RNO,BNA,1815
RNO,PHL,2348
RNO,BLI,656
RNO,BFL,283
RNO,LGB,402
RNO,TWF,344
RNO,MCI,1337
RNO,SNA,415
RNO,SPS,1237
RNO,TLH,2091
RNO,CVG,1870
RNO,IDA,486
RNO,GEG,572
RNO,SHV,1527
RNO,PIT,2081
RNO,LAR,753
RNO,BWI,2286
RNO,ICT,1213
RNO,CID,1476
RNO,JAX,2229
RNO,AEX,1629
RNO,EKO,229
RNO,HNL,2573
RNO,ADW,2283
RNO,AFW,1327
RNO,GRR,1788
RNO,GCK,1033
RNO,CRP,1510
RNO,ACT,1376
RNO,MSO,586
RNO,BFF,864
RNO,ISP,2443
RNO,PIH,442
RNO,MLU,1619
RNO,FLL,2461
RNO,RDM,336
RNO,BRO,1596
RNO,DAL,1356
RNO,SJT,1220
RNO,FWA,1819
RNO,LBL,1035
RNO,LIT,1550
RNO,TRI,2035
RNO,GRB,1654
RNO,GTF,694
RNO,FCA,668
RNO,BHM,1871
RNO,TUL,1322
RNO,GRI,1137
RNO,ADS,1353
RNO,MSN,1594
RNO,LWS,495
RNO,ANC,1973
RNO,KTN,1227
RNO,FSD,1222
RNO,TOL,1885
RNO,ATL,1993
RHI,ATW,106
RHI,CMX,116
RHI,MKE,201
RHI,MSP,190
RHI,RST,191
RHI,MSN,172
RHI,ROW,1168
RHI,EAU,112
PLN,HPN,639
PLN,CIU,49
PLN,APN,69
PLN,DTW,243
PLN,MSP,414
PLN,GRR,189
PLN,TVC,69
PLN,DCA,611
PLN,FTW,1106
PLN,FNT,187
PLN,MDW,300
PLN,IAD,591
PLN,MBS,145
PLN,MLI,404
PLN,MKE,238
PLN,LAN,193
APN,DTW,198
APN,FNT,146
APN,MKE,261
APN,PLN,69
APN,MSP,473
APN,GRR,181
APN,ORD,305
APN,LAN,167
APN,GYY,308
APN,CIU,91
LAR,DEN,113
LAR,RKS,177
LAR,ISP,1692
LAR,YIP,1143
LAR,BFI,925
LAR,BOI,561
LAR,TRI,1294
LAR,LWS,665
LAR,SLC,331
LAR,OAK,917
LAR,EUG,912
LAR,LAN,1087
LAR,FAT,816
LAR,ABQ,436
LAR,MDW,928
LAR,SFO,927
LAR,MSO,569
LAR,ORD,919
LAR,LNK,466
LAR,AUS,888
LAR,SJC,911
LAR,LAX,862
LAR,COS,180
LAR,CYS,46
LAR,WRL,217
LAR,LAS,626
LAR,SAN,868
LAR,PUW,681
LAR,RNO,753
LAR,BFF,115
LAR,GJT,213
LAR,TOL,1133
LAR,DAL,760
LAR,SHR,248
LAR,FTW,744
LAR,FOE,554
LAR,CDC,468
LAR,IFP,643
LAR,MSP,676
MGW,SHD,110
MGW,DUJ,119
MGW,PKB,84
MGW,CKB,29
MGW,IAD,140
MGW,ILG,230
MGW,LUK,244
MGW,CHO,130
MGW,PHL,249
AKI,WNA,29
AKI,KLG,53
AKI,AKI,0
AKI,BET,22
AKI,ANI,73
AKI,ANC,377
AKI,MCG,232
AKI,HCR,101
AKI,KSM,106
AKI,ILI,231
AKI,EEK,55
AKI,MOU,116
AKI,KNW,167
AKI,BRW,730
AKI,GNU,125
AKI,VAK,152
MCN,MCO,325
MCN,CAE,170
MCN,DFW,779
MCN,LEX,372
MCN,ATL,79
MCN,GNV,222
MCN,CSG,76
MCN,CHS,211
MCN,MSP,985
MCN,TPA,332
MCN,MDT,643
MCN,DTW,657
MCN,YIP,658
MCN,LRD,1010
MCN,BNA,293
MCN,BHM,190
MCN,GLH,429
MCN,IAD,554
MCN,GSO,316
MCN,STL,562
MCN,ICT,851
MCN,CVG,442
MCN,CLE,609
MCN,AVP,739
MCN,PIT,570
MCN,RIC,488
MAZ,VQS,109
MAZ,SJU,76
SBN,ATL,566
SBN,CHO,485
SBN,DTW,157
SBN,LGA,651
SBN,SFO,1929
SBN,SJC,1912
SBN,BUR,1813
SBN,IAD,505
SBN,MDW,74
SBN,GRR,91
SBN,MKE,118
SBN,BMG,177
SBN,SDF,246
SBN,CVG,203
SBN,JAX,815
SBN,CHS,699
SBN,IND,137
SBN,LAN,115
SBN,LEX,269
SBN,CLE,232
SBN,RAP,863
SBN,ORD,84
SBN,DSM,380
SBN,FWA,77
SBN,BHM,562
SBN,TYS,426
SBN,AVL,478
SBN,CHA,464
SBN,FNT,158
SBN,IAH,953
SBN,COS,990
SBN,EWR,637
SBN,GSP,520
SBN,YIP,148
SBN,MSP,411
SBN,BDL,703
SBN,SCE,445
SBN,BED,773
SBN,BGR,906
SBN,IFP,1589
SBN,RDU,571
SBN,TOL,130
SBN,LRD,1227
SBN,GPT,794
SBN,AZA,1501
SBN,MLI,218
SBN,MSO,1415
SBN,RFD,147
SBN,BAF,701
SBN,SFB,936
SBN,AUS,1015
SBN,BWI,538
SBN,LCH,887
SBN,SYR,531
SBN,PIT,328
SBN,MIA,1150
SBN,PHL,594
SBN,ACT,922
SBN,GSO,517
SBN,TPA,970
SBN,BNA,386
SBN,MCI,472
SBN,DAY,166
SBN,LAX,1823
SBN,PIE,973
SBN,LAS,1594
SBN,MEM,501
SBN,BLM,646
SBN,OKC,749
SBN,TVC,213
SBN,GRB,212
SBN,LNK,546
SBN,MSN,183
SBN,ERI,318
SBN,RIC,560
SBN,CAK,259
SBN,DEN,969
SBN,INT,505
SBN,MHK,574
SBN,TLH,788
SBN,OMA,497
SBN,ICT,655
SBN,CAE,606
SBN,BOS,788
SBN,PSM,797
SBN,PHX,1514
SBN,PVD,769
SBN,HOU,971
SBN,LFT,854
SBN,ORF,635
SBN,CRW,340
SBN,FLL,1134
SBN,DLH,459
SBN,MBS,170
SBN,PIA,190
SBN,CID,279
SBN,IAG,389
SBN,SHV,761
SBN,CMI,154
SBN,ACY,636
SBN,BTV,692
SBN,MDT,510
SBN,LIT,578
SBN,MSY,837
SBN,SBN,0
SBN,ANB,561
SBN,DFW,846
SBN,JFK,657
SBN,RST,349
SBN,GFK,685
SBN,PUB,991
SBN,TTN,609
SBN,AZO,54
SBN,LYH,485
SBN,GYY,57
SBN,CKB,361
SBN,ALO,318
SBN,LUK,205
SBN,SAV,718
SBN,DCA,528
SBN,MGM,649
SBN,PNS,776
SBN,MCO,958
SBN,TRI,417
SBN,MHT,766
SBN,GEG,1580
SBN,SLC,1333
SBN,MMU,622
SBN,BTR,816
SBN,HSV,488
SBN,BUF,398
SBN,TUL,640
SBN,ELP,1301
GRB,DTW,287
GRB,ATL,774
GRB,MSP,252
GRB,PIT,488
GRB,SJC,1822
GRB,BUR,1755
GRB,BKL,385
GRB,YNG,439
GRB,FNT,243
GRB,DSM,346
GRB,TYS,637
GRB,JAN,846
GRB,ATW,25
GRB,CRW,541
GRB,ELM,588
GRB,LNK,506
GRB,CLE,382
GRB,IND,342
GRB,MKE,107
GRB,RST,221
GRB,ORD,173
GRB,CMX,186
GRB,EAU,167
GRB,CHA,670
GRB,COS,941
GRB,SLC,1237
GRB,MLI,242
GRB,STL,412
GRB,IFP,1537
GRB,ACY,778
GRB,IAD,670
GRB,SEA,1646
GRB,DEN,905
GRB,PVD,864
GRB,SAN,1756
GRB,MCI,493
GRB,DFW,932
GRB,MSY,1006
GRB,PHL,733
GRB,HOU,1096
GRB,TPA,1180
GRB,HPN,769
GRB,ORF,815
GRB,OMA,451
GRB,FSD,433
GRB,SDF,453
GRB,TVC,127
GRB,ICT,676
GRB,GRR,171
GRB,DAY,374
GRB,AVL,691
GRB,BDL,798
GRB,MSN,111
GRB,EWR,757
GRB,OAK,1825
GRB,FLL,1345
GRB,BNA,582
GRB,BUF,482
GRB,CLT,744
GRB,JAC,1124
GRB,LEX,481
GRB,LIT,707
GRB,SBN,212
GRB,FAR,452
GRB,BMG,377
GRB,YIP,279
GRB,CHO,666
GRB,CVG,416
GRB,SHV,885
GRB,GPT,972
GRB,BTR,976
GRB,GFK,495
GRB,MCO,1169
GRB,PHX,1487
GRB,BWI,695
GRB,SFO,1836
GRB,RSW,1287
GRB,SGF,570
GRB,MKG,131
GRB,LAN,213
GRB,DLH,255
GRB,AUS,1115
GRB,ITH,602
GRB,SYR,608
GRB,SCE,580
GRB,LUK,418
GRB,LSE,161
GRB,SLK,688
GRB,MIA,1361
GRB,CAE,818
GRB,PBI,1306
GRB,JAX,1027
GRB,TOL,296
GRB,GRB,0
GRB,RHI,103
GRB,ADW,701
GRB,ALB,728
GRB,ADS,922
GRB,MEM,658
GRB,GSO,722
GRB,RDU,772
GRB,JFK,778
GRB,FOE,545
GRB,YUM,1639
GRB,LAS,1533
MSP,BDL,1050
MSP,BNA,695
MSP,BUF,735
MSP,CLE,622
MSP,CLT,930
MSP,CVG,596
MSP,DEN,680
MSP,DSM,232
MSP,DTW,528
MSP,EWR,1008
MSP,HOU,1057
MSP,IAD,908
MSP,IAH,1034
MSP,IND,503
MSP,JFK,1029
MSP,LAX,1535
MSP,LGA,1020
MSP,MCI,393
MSP,MCO,1310
MSP,MDW,349
MSP,MEM,700
MSP,MKE,297
MSP,MSN,228
MSP,OMA,282
MSP,PDX,1426
MSP,PHL,980
MSP,PIT,726
MSP,RSW,1416
MSP,SAT,1097
MSP,SEA,1399
MSP,SFO,1589
MSP,SLC,991
MSP,STL,448
MSP,SYR,860
MSP,ANC,2519
MSP,ATL,907
MSP,ATW,236
MSP,BIS,386
MSP,BOS,1124
MSP,BWI,936
MSP,CMH,626
MSP,DAY,574
MSP,FAR,223
MSP,FLL,1487
MSP,FNT,491
MSP,GRR,408
MSP,ICT,545
MSP,MSY,1039
MSP,OKC,694
MSP,BZN,874
MSP,ABQ,981
MSP,DFW,852
MSP,FSD,196
MSP,HPN,1021
MSP,MKC,404
MSP,ORD,334
MSP,RDU,980
MSP,SMF,1517
MSP,MSP,0
MSP,BKL,627
MSP,DLH,144
MSP,GRB,252
MSP,PHX,1276
MSP,ROC,783
MSP,TVC,376
MSP,BOI,1142
MSP,JAX,1174
MSP,SAN,1532
MSP,SJC,1576
MSP,AZO,426
MSP,CAK,657
MSP,DCA,931
MSP,LAS,1299
MSP,RAP,489
MSP,AUS,1042
MSP,TUL,615
MSP,APA,699
MSP,PDK,896
MSP,PIR,350
MSP,JAC,872
MSP,BMG,521
MSP,RIC,970
MSP,CPR,674
MSP,SAV,1092
MSP,GSP,902
MSP,FAT,1489
MSP,CYS,640
MSP,AVP,916
MSP,MLI,274
MSP,LAN,455
MSP,SDF,604
MSP,GTF,887
MSP,LEX,650
MSP,MBS,463
MSP,ABR,257
MSP,MOT,449
MSP,CHO,894
MSP,PIA,342
MSP,BFF,562
MSP,CIU,435
MSP,BMI,375
MSP,PSC,1254
MSP,RST,76
MSP,BIL,748
MSP,ORF,1045
MSP,FCA,1026
MSP,LWS,1153
MSP,CID,220
MSP,BTR,996
MSP,PSP,1454
MSP,GJT,881
MSP,ABI,928
MSP,TUS,1298
MSP,DAL,853
MSP,OAK,1578
MSP,MCN,985
MSP,GFK,284
MSP,SHV,858
MSP,LNK,331
MSP,PWM,1136
MSP,GEG,1175
MSP,ELM,840
MSP,LIT,702
MSP,LSE,119
MSP,SBN,411
MSP,IFP,1310
MSP,ACY,1025
MSP,LBE,772
MSP,RFD,278
MSP,ABE,948
MSP,YIP,519
MSP,COU,422
MSP,MIA,1501
MSP,TPA,1306
MSP,SRQ,1342
MSP,ALB,980
MSP,SCE,827
MSP,SFB,1291
MSP,GPT,1024
MSP,STT,2449
MSP,ONT,1494
MSP,GSO,923
MSP,BHM,854
MSP,BED,1108
MSP,TYS,792
MSP,CMI,419
MSP,TOL,526
MSP,BRO,1329
MSP,SPS,802
MSP,MDT,898
MSP,HRL,1310
MSP,PBI,1451
MSP,SNA,1522
MSP,CAE,992
MSP,MSO,1013
MSP,HUF,482
MSP,PUB,739
MSP,STC,61
MSP,SPI,392
MSP,INL,255
MSP,HIB,174
MSP,CMX,277
MSP,DBQ,213
MSP,EAU,85
MSP,LAF,444
MSP,ALO,166
MSP,FOE,428
MSP,COS,725
MSP,MKG,367
MSP,MHT,1092
MSP,DAB,1271
MSP,EGE,788
MSP,HSV,785
MSP,IDA,939
MSP,RNO,1405
MSP,TTN,989
MSP,PVD,1117
MSP,HLN,913
MSP,FWA,488
MSP,HNL,3972
MSP,SJU,2404
MSP,ATY,193
MSP,HON,249
MSP,AFW,849
MSP,RHI,190
MSP,FAI,2466
MSP,GRK,985
MSP,SBA,1582
MSP,CRP,1203
MSP,CHS,1087
MSP,LCH,1018
MSP,CLL,1000
MSP,CKB,770
MSP,FSM,661
MSP,BTV,987
MSP,PAH,588
MSP,PHF,1022
MSP,TLH,1109
MSP,JAN,883
MSP,ROW,1002
MSP,AEX,936
MSP,CHA,801
MSP,SUX,233
MSP,AMA,803
MSP,GYY,370
MSP,LRD,1244
MSP,INT,911
MSP,BFI,1398
MSP,SGF,527
MSP,JLN,538
MSP,TRI,811
MSP,PIE,1307
MSP,LBB,900
MSP,EDF,2512
MSP,YKM,1320
MSP,SWF,991
MSP,FOD,168
MSP,JMS,299
MSP,LGB,1529
MSP,PSM,1120
MSP,APN,473
MSP,STP,9
MSP,BUR,1523
MSP,EVV,557
MSP,PLN,414
MSP,FLO,1029
MSP,ACT,941
MSP,TWF,1075
MSP,PAE,1396
MSP,BWG,652
MSP,ERI,683
MSP,MHK,434
MSP,AZA,1267
MSP,MGM,942
MSP,PNS,1047
MSP,PIH,974
MSP,VPS,1058
MSP,SJT,1012
MSP,KTN,1828
MSP,LFT,1014
MSP,EUG,1474
MSP,ADW,940
MSP,ELP,1147
MSP,OSH,239
MSP,HGR,869
MSP,BGR,1194
MSP,ITH,854
MSP,LUK,603
MSP,GNV,1206
MSP,ARA,1026
MSP,EIL,2443
MSP,ISP,1057
MSP,RDD,1502
MSP,RKS,830
MSP,ILG,969
MSP,GLH,795
MSP,MFR,1489
MSP,YNG,681
MSP,ROA,864
MSP,ALS,835
MSP,IAG,721
MSP,CEF,1052
MSP,LAR,676
MSP,MLU,856
MSP,DEC,413
MSP,CDC,1143
MSP,CRW,750
MSP,AXN,126
MSP,BPT,1031
MSP,MYR,1085
MSP,SIT,1982
MSP,MRY,1598
MSP,GRI,374
MSP,GGG,866
MSP,LYH,896
MSP,VLD,1112
MSP,AGS,996
MSP,TCL,859
DLH,MSP,144
DLH,CMX,176
DLH,MKE,342
DLH,MEM,822
DLH,FSD,316
DLH,SPI,499
DLH,HIB,48
DLH,MKG,386
DLH,ORD,397
DLH,MHT,1051
DLH,IFP,1412
DLH,DCA,944
DLH,SEA,1411
DLH,LAS,1396
DLH,RST,203
DLH,MSN,291
DLH,LSE,210
DLH,MBS,457
DLH,DTW,541
DLH,GFK,246
DLH,LNK,472
DLH,FAR,219
DLH,SFB,1379
DLH,GRI,507
DLH,LIT,836
DLH,MCI,536
DLH,AZA,1384
DLH,EWR,994
DLH,GRB,255
DLH,LAN,467
DLH,CKB,797
DLH,SLC,1070
DLH,SBN,459
DLH,BOI,1190
DLH,ALB,945
DLH,FOE,572
DLH,SBA,1674
DLH,ITH,830
DLH,YIP,532
DLH,INL,132
DLH,BED,1070
DLH,CIU,370
DLH,ORH,1048
DLH,LAX,1632
DLH,BKL,638
DLH,ATL,998
DLH,GRR,426
DLH,FWA,535
DLH,COS,842
DLH,HVN,1032
DLH,DFW,995
DLH,PUB,860
DLH,SDF,683
DLH,PIT,741
DLH,MLI,382
DLH,PSM,1076
DLH,MSL,868
DLH,STL,566
FPR,ADS,1053
FPR,JAX,221
HOT,HOT,0
HOT,DAL,244
HOT,ELD,88
HOT,MEM,182
HOT,HRO,123
HOT,HPN,1151
HOT,PBI,941
HOT,LEX,533
HOT,JBR,167
HOT,ATL,500
HOT,CAE,686
HOT,SDF,483
HOT,HOU,357
HOT,OKC,263
HOT,CVG,563
MLB,ATL,442
MLB,CAE,403
MLB,DAB,78
MLB,CLT,490
MLB,GSP,477
MLB,HSV,578
MLB,MIA,160
MLB,JAX,176
MLB,FLL,143
MLB,GPT,533
MLB,PBI,103
MLB,MYR,397
MLB,TRI,586
MLB,MSL,615
MLB,ACY,856
MLB,SRQ,127
MLB,AGS,371
MLB,MCO,46
MLB,DFW,1031
MLB,GLH,717
MLB,VRB,34
MLB,TLH,274
MLB,BUF,1029
MLB,BHM,523
MLB,IAD,770
MLB,RSW,128
MLB,VPS,391
MLB,AEX,749
MLB,BGR,1323
MLB,IAG,1039
MLB,TYS,566
MLB,DCA,769
MLB,FAY,486
MLB,ABY,318
MLB,GNV,147
MLB,DAL,1020
AET,FAI,182
AET,BTT,39
AET,AET,0
AET,AKP,112
AET,IAN,216
AET,RBY,150
AET,UTO,49
AET,ATK,297
AET,SCC,274
AET,GAL,176
AET,OTZ,274
AET,FBK,186
AET,MCG,264
AET,KAL,234
AET,OME,394
AET,BRW,344
AET,FYU,203
AET,ANC,382
ELP,ATL,1282
ELP,BUR,715
ELP,YIP,1447
ELP,LAN,1413
ELP,ELP,0
ELP,LRD,509
ELP,TUL,673
ELP,GYY,1247
ELP,MCI,834
ELP,ICT,648
ELP,IAH,667
ELP,IFP,526
ELP,COS,492
ELP,TUS,269
ELP,PUB,459
ELP,SAT,496
ELP,SHV,737
ELP,SDF,1247
ELP,CLL,599
ELP,DEN,563
ELP,PHX,347
ELP,ROW,149
ELP,DFW,551
ELP,CID,1067
ELP,MAF,246
ELP,MEM,972
ELP,GRR,1373
ELP,DSM,972
ELP,GJT,519
ELP,ABQ,223
ELP,ONT,670
ELP,AUS,528
ELP,DTW,1455
ELP,MDT,1747
ELP,RIC,1694
ELP,JAN,956
ELP,BUF,1693
ELP,SMX,841
ELP,RWI,1656
ELP,ADS,563
ELP,MFE,627
ELP,CLE,1508
ELP,CHS,1538
ELP,DAY,1358
ELP,YNG,1564
ELP,LBB,295
ELP,IAG,1687
ELP,MGM,1171
ELP,SLN,688
ELP,AZA,325
ELP,SAN,636
ELP,MSY,965
ELP,TCL,1098
ELP,CAK,1519
ELP,LAS,583
ELP,OKC,563
ELP,BHM,1148
ELP,AVL,1393
ELP,SNA,681
ELP,AMA,358
ELP,BWI,1741
ELP,OMA,875
ELP,SJC,964
ELP,BRO,677
ELP,STL,1022
ELP,SAV,1475
ELP,FAT,836
ELP,BFI,1372
ELP,MIA,1631
ELP,CMH,1428
ELP,DHN,1233
ELP,FLL,1633
ELP,AFW,536
ELP,PBI,1622
ELP,ANB,1200
ELP,FSM,734
ELP,BNA,1167
ELP,DAL,562
ELP,SFO,993
ELP,HOU,677
ELP,PIB,1004
ELP,AZO,1352
ELP,CAE,1472
ELP,LEX,1305
ELP,PDX,1288
ELP,LFT,860
ELP,AEX,816
ELP,CVG,1319
ELP,LAX,715
ELP,LIT,843
ELP,ORD,1236
ELP,IND,1249
ELP,FNT,1457
ELP,TOL,1417
ELP,CRP,601
ELP,TYS,1314
ELP,CYS,650
ELP,PSP,605
ELP,BFL,772
ELP,CLT,1482
ELP,IGM,497
ELP,OAK,988
ELP,LAF,1235
ELP,IAD,1697
ELP,GSP,1410
ELP,ORF,1753
ELP,MCO,1516
ELP,ABI,395
ELP,LWS,1154
ELP,MLU,841
ELP,MHK,744
ELP,BTR,906
ELP,FWA,1334
ELP,MDW,1237
ELP,RDU,1606
ELP,ROA,1547
ELP,SLC,693
ELP,MLI,1101
ELP,RFD,1190
ELP,TUP,1035
ELP,MOB,1075
ELP,TLH,1307
ELP,ACT,539
ELP,RNO,920
ELP,FLG,382
ELP,HRL,653
ELP,CSG,1255
ELP,BOS,2067
ELP,MSP,1147
ELP,EVV,1150
ELP,SPI,1086
ELP,SBN,1301
ELP,HSV,1150
ELP,FOE,779
